fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
-0.8604,4.6186,-1.0917,0.0583,0.0399,0.0243,0.2373,0.0669,0.4884,0.1404,0.6377,4,white
-0.6289,0.1843,-1.367,0.0813,0.0781,0.0174,0.1959,0.1591,0.2636,0.1348,0.058,4,white
-0.4747,0.0628,-0.8853,0.1518,0.0847,0.0486,0.1751,0.1691,0.3178,0.0899,0.2754,4,white
-0.4747,-0.1802,0.3535,0.0859,0.0714,0.0417,0.3641,0.1718,0.4031,0.0955,0.1159,4,white
-0.5518,0.245,1.4546,0.0123,0.2209,0.0139,0.1452,0.1058,0.3256,0.1685,0.3043,4,white
-0.8604,0.245,-1.2294,0.0506,0.0847,0.0903,0.2465,0.122,0.2713,0.0674,0.1739,4,white
-0.8604,0.245,-1.2294,0.0506,0.0847,0.0903,0.2465,0.122,0.2713,0.0674,0.1739,4,white
-1.4775,0.5487,-1.4358,0.0077,0.0332,0.0174,0.1037,0.0704,0.6124,0.1461,0.4638,4,white
-1.4775,0.7917,-1.5046,0.0107,0.0449,0.0347,0.1567,0.0715,0.5891,0.1798,0.4638,4,white
4.0766,0.731,1.1793,0.0598,0.1013,0.0868,0.0991,0.2119,0.2558,0.1966,0.2319,4,red
-1.2461,-0.9699,-0.1971,0.0261,0.0515,0.0139,0.0945,0.08,0.2713,0.1292,0.3043,4,white
-0.7061,-0.3624,-0.6788,0.1365,0.0515,0.1007,0.2419,0.1209,0.2558,0.0506,0.4058,4,white
0.1425,1.5206,-1.6423,0.0583,0.1279,0.0174,0.053,0.1984,0.5116,0.1573,0.1449,4,red
-0.7832,1.1562,-2.0552,0.0046,0.0432,0.0174,0.1728,0.1008,0.4031,0.073,0.2174,4,white
-0.4747,-0.1195,0.2847,0.1135,0.0631,0.1944,0.3733,0.1502,0.3333,0.1348,0.2319,5,white
-0.5518,-0.6662,0.4223,0.0107,0.0382,0.0972,0.2442,0.1132,0.4419,0.1798,0.2464,5,white
-0.3204,-0.7269,0.2847,0.0092,0.0714,0.1285,0.2788,0.1193,0.2481,0.1798,0.1739,5,white
-0.5518,-0.0587,0.4223,0.1181,0.0648,0.2326,0.3871,0.1506,0.3256,0.1573,0.2319,5,white
-1.3232,-0.1195,-1.2982,0.0107,0.0465,0.1528,0.3456,0.0912,0.4186,0.0899,0.3913,5,white
1.2996,1.7029,-0.8853,0.0506,0.2674,0.1736,0.3272,0.2215,0.3488,0.3989,0.1739,5,red
1.2996,1.7029,-0.9541,0.0491,0.2774,0.1771,0.3203,0.2215,0.3411,0.3708,0.1739,5,red
0.451,1.6421,-0.1971,0.0153,0.1744,0.0278,0.053,0.1984,0.4186,0.7528,0.1594,5,red
-1.2461,1.6725,-2.1928,0.0153,0.1329,0.0521,0.1221,0.1386,0.6667,0.1685,0.2754,5,red
0.2196,0.9739,0.2847,0.0844,0.103,0.0556,0.2212,0.2061,0.4884,0.3258,0.3623,5,red
-0.3975,1.4599,-1.6423,0.0184,0.1462,0.0486,0.1359,0.1695,0.4341,0.1798,0.1739,5,red
0.2196,0.9739,0.2847,0.0844,0.103,0.0556,0.2212,0.2061,0.4884,0.3258,0.3623,5,red
0.5282,1.5814,-1.7799,0.0153,0.0997,0.0486,0.1221,0.1791,0.4496,0.1348,0.2029,5,red
0.1425,1.9459,-2.1928,0.0184,0.1096,0.0417,0.0783,0.2061,0.6124,0.191,0.2029,5,red
0.1425,2.1888,-2.1928,0.0199,0.1113,0.0347,0.0645,0.2061,0.6124,0.191,0.2029,5,red
0.451,2.5533,-1.9176,0.0261,0.1379,0.0486,0.1106,0.1907,0.4186,0.2416,0.2609,5,red
-0.6289,-0.0587,0.8352,0.1273,0.0764,0.1771,0.3641,0.1498,0.2946,0.1461,0.2319,5,white
-1.0146,1.2169,-2.1928,0.0031,0.0382,0.0382,0.1751,0.1109,0.4109,0.0787,0.1159,5,white
-0.9375,0.488,0.6288,0.181,0.0382,0.1701,0.3986,0.1756,0.3256,0.2135,0.2464,5,white
0.8367,1.9155,-1.367,0.0261,0.1229,0.0486,0.2465,0.183,0.3488,0.2472,0.2609,5,red
-0.3975,2.037,-1.7111,0.0276,0.1329,0.0556,0.1751,0.1675,0.4884,0.1798,0.3043,5,red
-0.0889,2.2496,-2.1928,0.0199,0.1179,0.0451,0.0668,0.1945,0.5814,0.1854,0.2029,5,red
0.5282,0.5487,-0.7476,0.0153,0.1611,0.0312,0.0714,0.183,0.3488,0.3876,0.2174,5,red
0.2968,0.4272,-0.5412,0.0184,0.1179,0.0104,0.0115,0.1752,0.4341,0.2079,0.2174,5,red
-0.7061,0.3058,-1.0917,0.0123,0.1179,0.0347,0.0392,0.1618,0.4806,0.191,0.1884,5,red
0.991,0.9132,-1.4358,0.0261,0.1246,0.0278,0.1406,0.1868,0.3488,0.1742,0.2029,5,red
0.5282,0.5487,-0.7476,0.0153,0.1611,0.0312,0.0714,0.183,0.3488,0.3876,0.2174,5,red
0.2968,0.3058,-0.0594,0.0261,0.1213,0.0764,0.1498,0.2138,0.6202,0.2416,0.2464,5,red
0.6825,1.3384,-0.2659,0.0169,0.5963,0.0521,0.1152,0.1868,0.3023,0.5955,0.1884,5,red
0.1425,2.1888,-2.1928,0.0199,0.1113,0.0347,0.0645,0.2061,0.6124,0.191,0.2029,5,red
0.1425,2.0066,-1.367,0.0153,0.294,0.0139,0.0346,0.1714,0.5194,0.1798,0.2174,5,red
0.8367,2.2192,-1.367,0.0307,0.1379,0.0382,0.0507,0.2369,0.6124,0.2809,0.2899,5,red
-0.2432,2.0066,-1.7799,0.023,0.1179,0.0243,0.0622,0.2186,0.7442,0.2753,0.2319,5,red
-0.0118,1.8851,-2.0552,0.0261,0.1412,0.0139,0.0576,0.235,0.7364,0.3258,0.2464,5,red
-0.0889,1.7636,-1.7799,0.0215,0.1229,0.0243,0.053,0.2206,0.7364,0.2865,0.2319,5,red
2.611,2.9785,0.3535,0.0307,0.1279,0.0868,0.1475,0.2119,0.3411,0.1685,0.2754,5,red
2.7653,0.9739,0.9729,0.0291,0.1063,0.0139,0.0484,0.2504,0.2558,0.236,0.2174,5,red
2.9195,-0.8484,1.1105,0.0215,0.5548,0.0174,0.0276,0.208,0.4496,0.2753,0.3623,5,red
3.3824,0.488,1.4546,0.0414,0.1595,0.1111,0.212,0.2678,0.3721,0.4101,0.1739,5,red
-0.4747,-0.4839,1.6611,0.227,0.0731,0.1076,0.3111,0.2119,0.3023,0.1517,0.1884,5,white
-0.4747,-0.4839,1.6611,0.227,0.0731,0.1076,0.3111,0.2119,0.3023,0.1517,0.1884,5,white
-1.0146,-0.7269,-0.9541,0.089,0.0532,0.0937,0.2627,0.1334,0.4264,0.1573,0.2754,5,white
-0.9375,-0.3624,-0.1971,0.2868,0.0698,0.1215,0.3871,0.2313,0.3256,0.1573,0.1449,5,white
-0.9375,-0.3624,-0.1971,0.2868,0.0698,0.1215,0.3871,0.2313,0.3256,0.1573,0.1449,5,white
-0.9375,-0.3624,-0.1971,0.2868,0.0698,0.1215,0.3871,0.2313,0.3256,0.1573,0.1449,5,white
-0.7061,0.3058,-0.6788,0.0337,0.0648,0.1806,0.3848,0.1143,0.4031,0.1292,0.2609,5,white
-1.0146,-0.3017,-1.0917,0.112,0.0581,0.1632,0.4401,0.1544,0.3798,0.0787,0.2029,5,white
-1.5546,-0.7269,0.9729,0.0859,0.0947,0.1389,0.4171,0.1255,0.3643,0.1124,0.2512,5,white
-0.2432,1.3384,-0.4035,0.158,0.0847,0.1875,0.4309,0.1887,0.3798,0.1236,0.2029,5,white
0.6825,0.1235,1.8675,0.1994,0.0698,0.2049,0.2949,0.2265,0.186,0.0955,0.1014,5,white
-0.7061,-0.1195,-0.4035,0.1794,0.0581,0.0799,0.4585,0.1735,0.3023,0.2022,0.2754,5,white
0.0653,-0.2409,-0.4723,0.0291,0.0598,0.1076,0.2673,0.1191,0.3566,0.1798,0.3333,5,white
-0.0118,0.7917,-1.0917,0.0813,0.0648,0.0451,0.2742,0.1382,0.2868,0.1517,0.2609,5,white
-0.3975,0.002,-0.0594,0.2423,0.0698,0.066,0.3226,0.2165,0.2636,0.1798,0.1594,5,white
-0.3975,0.002,-0.0594,0.2423,0.0698,0.066,0.3226,0.2165,0.2636,0.1798,0.1594,5,white
-0.0118,0.7917,-1.0917,0.0813,0.0648,0.0451,0.2742,0.1382,0.2868,0.1517,0.2609,5,white
-0.8604,-0.7877,-0.8853,0.0123,0.0615,0.1736,0.288,0.0912,0.3876,0.0955,0.3623,5,white
1.8396,1.3384,-0.61,0.0429,0.1545,0.125,0.1982,0.2408,0.4496,0.2416,0.3043,5,red
0.1425,0.1235,-0.1971,0.0307,0.1296,0.0868,0.1521,0.1801,0.5194,0.2584,0.4348,5,red
1.0682,0.7917,-0.1282,0.0368,0.1113,0.1007,0.2972,0.2022,0.4496,0.1742,0.2029,5,red
0.2968,1.7029,0.0094,0.0245,0.1213,0.0208,0.1106,0.183,0.4961,0.1685,0.2029,5,red
0.9139,1.8851,1.9364,0.023,0.1711,0.0382,0.1935,0.1965,0.3721,0.1685,0.1739,5,red
0.1425,-0.4232,-0.4035,0.1718,0.0731,0.1875,0.3848,0.1905,0.3023,0.2135,0.2609,5,white
-0.4747,-0.6054,-0.6788,0.1794,0.0698,0.1181,0.3226,0.186,0.2946,0.2528,0.2029,5,white
-0.7832,-0.5447,0.8352,0.2331,0.0797,0.1319,0.371,0.2107,0.3256,0.1629,0.1739,5,white
0.0653,-0.7269,0.3535,0.2285,0.0648,0.2396,0.4539,0.229,0.4109,0.309,0.2029,5,white
-0.7832,-0.5447,0.8352,0.2331,0.0797,0.1319,0.371,0.2107,0.3256,0.1629,0.1739,5,white
0.9139,1.3384,-1.6423,0.023,0.1595,0.0521,0.0876,0.1675,0.3178,0.1685,0.4348,5,red
2.6881,0.731,0.4911,0.0215,0.0864,0.0208,0.0207,0.2119,0.3566,0.2247,0.2174,5,red
2.3796,0.6095,1.2482,0.0598,0.1628,0.0139,0.0161,0.2099,0.4341,0.3427,0.5072,5,red
0.451,1.7029,-1.8487,0.0261,0.1163,0.0174,0.0276,0.1974,0.4419,0.2303,0.1884,5,red
1.6081,1.6421,-0.4035,0.0429,0.1346,0.0833,0.1866,0.2437,0.4031,0.2247,0.2464,5,red
-1.1689,-0.6054,1.0417,0.0874,0.0997,0.1181,0.4055,0.1311,0.3023,0.1348,0.2536,5,white
-0.7061,-0.2106,-0.6788,0.2362,0.0864,0.0868,0.3111,0.2146,0.2791,0.1573,0.1594,5,white
-1.1689,-0.6054,1.0417,0.0874,0.0997,0.1181,0.4055,0.1311,0.3023,0.1348,0.2512,5,white
-1.1689,-0.3017,-1.0917,0.112,0.0581,0.1632,0.4401,0.1544,0.3798,0.0787,0.2029,5,white
-1.0146,-0.3017,-1.0917,0.112,0.0581,0.1632,0.4401,0.1544,0.3798,0.0787,0.2029,5,white
-0.7832,-0.3017,-0.1971,0.0767,0.0615,0.1181,0.3963,0.1161,0.4109,0.1629,0.3671,5,white
-0.6289,-0.4839,-0.7476,0.1166,0.0681,0.1736,0.4055,0.1602,0.3953,0.1461,0.2174,5,white
-0.6289,-0.4839,-0.7476,0.1166,0.0681,0.1736,0.4055,0.1602,0.3953,0.1461,0.2174,5,white
-0.8604,0.002,-0.7476,0.0675,0.0548,0.0556,0.2926,0.1276,0.2326,0.1742,0.2029,5,white
-0.5518,-0.1498,-0.8164,0.092,0.0532,0.0278,0.2765,0.151,0.1705,0.1629,0.1159,5,white
-0.8604,0.002,-0.7476,0.0675,0.0548,0.0556,0.2926,0.1276,0.2326,0.1742,0.2029,5,white
-0.6289,0.0628,-0.7476,0.023,0.0698,0.1562,0.3802,0.1174,0.3411,0.1573,0.2174,5,white
-0.1661,-0.6662,-0.2659,0.0322,0.0731,0.0521,0.1982,0.1274,0.3566,0.191,0.1884,5,white
-0.5518,-0.7269,-0.8853,0.0598,0.1445,0.0521,0.2512,0.127,0.2326,0.1236,0.2319,5,white
0.3739,1.9762,-2.1928,0.0276,0.1346,0.0243,0.03,0.1984,0.4264,0.2865,0.1884,5,red
-0.1661,2.0977,-2.1928,0.0199,0.0963,0.1354,0.1313,0.208,0.6822,0.3315,0.2754,5,red
0.451,0.5487,0.0094,0.0337,0.1179,0.0972,0.1198,0.1984,0.4574,0.236,0.3333,5,red
0.1425,-0.4232,-0.4035,0.1718,0.0731,0.1875,0.3848,0.1905,0.3023,0.2135,0.2609,5,white
-0.4747,-0.6054,-0.6788,0.1794,0.0698,0.1181,0.3226,0.186,0.2946,0.2528,0.2029,5,white
0.1425,-0.4232,-0.4035,0.1718,0.0731,0.1875,0.3848,0.1905,0.3023,0.2135,0.2609,5,white
0.1425,-0.4232,-0.4035,0.1718,0.0731,0.1875,0.3848,0.1905,0.3023,0.2135,0.2609,5,white
0.1425,0.245,0.147,0.1181,0.0714,0.1493,0.3733,0.1766,0.3023,0.1685,0.1739,5,white
-0.6289,-0.6054,-0.4035,0.1166,0.0748,0.1597,0.4055,0.1594,0.3101,0.1573,0.2174,5,white
0.0653,-0.3624,0.2159,0.0153,0.0748,0.1042,0.3272,0.09,0.3566,0.1404,0.3913,5,white
-0.0118,0.002,-0.2659,0.1503,0.1645,0.1458,0.4171,0.198,0.186,0.1966,0.2029,5,white
2.3796,0.002,1.3858,0.0337,0.2492,0.0486,0.159,0.2447,0.3566,0.236,0.2029,5,red
2.4567,1.4295,2.0052,0.0307,0.1113,0.0347,0.0415,0.2485,0.3411,0.264,0.1449,5,red
4.0766,0.731,2.1428,0.0215,0.103,0.0174,0.0207,0.2254,0.2093,0.3652,0.3188,5,red
3.6138,1.4599,2.3493,0.0291,0.1047,0.0174,0.0714,0.2331,0.2558,0.191,0.2899,5,red
0.7596,2.1888,-0.61,0.0215,0.1495,0.0451,0.1728,0.1965,0.3643,0.2697,0.2029,5,red
3.3052,0.4272,1.3858,0.0368,0.1179,0.0972,0.1129,0.2504,0.4186,0.3708,0.4348,5,red
4.8481,1.1562,3.2439,0.0644,0.1844,0.0764,0.1636,0.2832,0.3566,0.309,0.7246,5,red
-0.0889,-0.1802,-0.4723,0.1626,0.0648,0.1076,0.2995,0.1835,0.3256,0.1011,0.2174,5,white
-0.7061,-0.9091,0.0782,0.1457,0.0897,0.2153,0.2926,0.1639,0.1085,0.1067,0.1594,5,white
-0.0889,-0.1802,-0.4723,0.1626,0.0648,0.1076,0.2995,0.1835,0.3256,0.1011,0.2174,5,white
0.0653,-0.3624,0.2159,0.0153,0.0748,0.1042,0.3272,0.09,0.3566,0.1404,0.3913,5,white
-0.5518,-0.6662,-0.8164,0.1058,0.0681,0.1493,0.3986,0.1529,0.3566,0.1461,0.2222,5,white
-0.0118,-0.7877,0.2847,0.2316,0.0598,0.2326,0.4078,0.2335,0.4109,0.3034,0.2029,5,white
0.1425,-0.7269,-0.2659,0.1288,0.0615,0.0729,0.265,0.1459,0.2946,0.1854,0.4058,5,white
-0.0118,-0.7877,0.2847,0.2316,0.0598,0.2326,0.4078,0.2335,0.4109,0.3034,0.2029,5,white
-0.0118,-0.7877,0.2847,0.2316,0.0598,0.2326,0.4078,0.2335,0.4109,0.3034,0.2029,5,white
-1.1689,-0.4839,-0.5412,0.2638,0.0831,0.0764,0.2719,0.2047,0.4496,0.1573,0.3043,5,white
-0.6289,-0.4839,0.2159,0.1089,0.0781,0.1528,0.4263,0.1573,0.3411,0.1573,0.2174,5,white
-0.0118,1.4903,-0.8164,0.1503,0.1279,0.0556,0.2028,0.187,0.3178,0.1011,0.2029,5,white
-0.0889,-0.6662,-0.2659,0.0199,0.0615,0.1111,0.2235,0.0551,0.3101,0.0506,0.5797,5,white
0.3739,1.0347,-0.2659,0.023,0.1296,0.0764,0.1106,0.2099,0.5426,0.2921,0.1739,5,red
0.1425,1.2777,-0.6788,0.0245,0.1611,0.0382,0.1521,0.1695,0.2558,0.2303,0.1739,5,red
-0.2432,2.5837,-2.0552,0.0261,0.0897,0.1181,0.1313,0.2003,0.6589,0.3146,0.2754,5,red
0.1425,0.245,0.147,0.1181,0.0714,0.1493,0.3733,0.1766,0.3023,0.1685,0.1739,5,white
-0.6289,-0.6054,-0.4035,0.1166,0.0748,0.1597,0.4055,0.1594,0.3101,0.1573,0.2174,5,white
-0.6289,-0.6662,-0.4035,0.115,0.0748,0.1597,0.4032,0.1598,0.3101,0.1517,0.2029,5,white
-0.6289,0.488,-0.8853,0.1334,0.0565,0.0937,0.3203,0.1392,0.3953,0.1742,0.4319,5,white
-0.6289,-0.6054,-0.4035,0.1166,0.0748,0.1597,0.4055,0.1594,0.3101,0.1573,0.2174,5,white
0.2968,0.1235,1.1105,0.1979,0.0482,0.1493,0.2535,0.2138,0.2481,0.1461,0.1739,5,white
-0.2432,0.488,-0.8164,0.227,0.0565,0.1944,0.4493,0.2192,0.2791,0.1798,0.2029,5,white
-0.0889,0.731,-0.61,0.2009,0.0598,0.1493,0.4286,0.2119,0.3023,0.1742,0.2029,5,white
0.2968,-0.3624,-1.0229,0.0153,0.0615,0.0937,0.2558,0.1112,0.2791,0.118,0.2899,5,white
-1.1689,-0.4839,-0.5412,0.2638,0.0831,0.0764,0.2719,0.2047,0.4496,0.1573,0.3043,5,white
-1.1689,-0.4839,-0.5412,0.2638,0.0831,0.0764,0.2719,0.2047,0.4496,0.1573,0.3043,5,white
-0.0118,-0.7269,0.2159,0.0752,0.0748,0.125,0.4078,0.1471,0.2791,0.1573,0.3333,5,white
-0.4747,2.4014,-2.0552,0.112,0.1877,0.2326,0.2719,0.2369,0.5814,0.1742,0.2754,5,red
1.1453,2.5837,-0.6788,0.0261,0.0914,0.0278,0.0829,0.1772,0.2946,0.1854,0.2029,5,red
-0.4747,2.4014,-2.0552,0.112,0.1877,0.2326,0.2719,0.2369,0.5814,0.1742,0.2754,5,red
4.2309,1.5814,2.2805,0.0261,0.0897,0.0174,0.0438,0.2427,0.2403,0.1966,0.2754,5,red
0.9139,1.9762,2.0052,0.0215,0.1711,0.0417,0.2051,0.1907,0.3411,0.1798,0.1594,5,red
1.7624,0.1843,1.3858,0.0215,0.1213,0.0174,0.0461,0.2099,0.3566,0.1629,0.2174,5,red
-0.0118,0.002,-0.61,0.1273,0.1595,0.0729,0.3433,0.1891,0.2248,0.2022,0.2174,5,white
-0.6289,-0.3017,-0.1282,0.0905,0.3322,0.2118,0.3456,0.1479,0.2946,0.1011,0.2029,5,white
-0.6289,-0.3017,-0.9541,0.2209,0.0515,0.0694,0.2535,0.1976,0.3256,0.1573,0.1739,5,white
0.2196,-0.6662,-0.1282,0.0092,0.0349,0.0903,0.1705,0.0927,0.2558,0.2584,0.3623,5,white
-0.6289,-0.3017,-0.9541,0.2209,0.0515,0.0694,0.2535,0.1976,0.3256,0.1573,0.1739,5,white
-0.6289,-0.3017,-0.9541,0.2209,0.0515,0.0694,0.2535,0.1976,0.3256,0.1573,0.1739,5,white
1.0682,2.3407,-0.5412,0.092,0.1794,0.1042,0.2949,0.2755,0.4651,0.4775,0.1884,5,red
1.2224,1.0954,0.147,0.0322,0.1296,0.0799,0.2673,0.2138,0.4186,0.2191,0.2174,5,red
-0.0889,2.4014,-1.0917,0.0199,0.1512,0.0486,0.1636,0.183,0.4264,0.236,0.1884,5,red
1.4539,0.6702,0.2159,0.0276,0.1179,0.0764,0.1659,0.2234,0.5116,0.2247,0.2174,5,red
0.3739,2.1281,-1.8487,0.0322,0.1096,0.0486,0.0484,0.1984,0.4186,0.2191,0.1594,5,red
-1.0918,-0.1195,-0.61,0.0138,0.0399,0.1319,0.265,0.0307,0.186,0.073,0.5797,5,white
-0.9375,-0.0587,-0.4035,0.069,0.0698,0.0521,0.2604,0.1359,0.3333,0.1067,0.1739,5,white
-0.9375,-0.0587,-0.4035,0.069,0.0698,0.0521,0.2604,0.1359,0.3333,0.1067,0.1739,5,white
0.2196,-0.3017,-0.5412,0.1426,0.0814,0.0833,0.2512,0.165,0.3333,0.1348,0.4203,5,white
0.2968,0.0628,1.0417,0.1948,0.0465,0.1424,0.2535,0.2142,0.2481,0.1573,0.1739,5,white
-0.7061,-0.2409,-0.8853,0.1089,0.0664,0.1597,0.4101,0.1548,0.3876,0.1461,0.2174,5,white
-0.6289,-0.1195,-0.4035,0.112,0.0681,0.1806,0.4009,0.1548,0.3256,0.1573,0.2319,5,white
-1.0146,-0.7269,0.9041,0.3374,0.1844,0.1875,0.2673,0.1783,0.2946,0.073,0.6957,5,white
-0.9375,1.308,-0.4035,0.0598,0.0731,0.0556,0.2765,0.1386,0.4031,0.1348,0.1594,5,white
-0.6289,-0.1195,-0.4035,0.112,0.0681,0.1806,0.4009,0.1548,0.3256,0.1573,0.2319,5,white
-0.6289,-0.1195,-0.4035,0.112,0.0681,0.1806,0.4009,0.1548,0.3256,0.1573,0.2319,5,white
-0.0889,0.1235,-0.8164,0.0153,0.4352,0.0799,0.3088,0.1243,0.3023,0.2303,0.2609,5,white
-0.1661,-0.3624,-0.2659,0.0123,0.0498,0.0382,0.1774,0.0891,0.3566,0.2416,0.4493,5,white
-0.7061,-0.5447,-0.3347,0.092,0.0748,0.1354,0.3502,0.1286,0.3721,0.1461,0.3333,5,white
-0.7832,-0.1195,-0.5412,0.0537,0.0698,0.1146,0.3295,0.1147,0.4961,0.1685,0.4348,5,white
2.071,1.5206,-1.7111,0.0429,0.1545,0.1076,0.1498,0.2514,0.4574,0.2753,0.2609,5,red
2.071,1.5206,-1.7111,0.0429,0.1545,0.1076,0.1498,0.2514,0.4574,0.2753,0.2609,5,red
0.2968,1.0954,-1.367,0.0368,0.0963,0.0382,0.1083,0.1926,0.4961,0.1966,0.1594,5,red
0.2196,1.8851,-0.9541,0.0982,0.1312,0.0903,0.2028,0.2321,0.5116,0.309,0.2029,5,red
0.9139,2.2799,-0.8164,0.0276,0.1113,0.0312,0.0737,0.1974,0.4574,0.236,0.2029,5,red
-0.7061,-0.3017,-0.1282,0.115,0.3372,0.2049,0.3318,0.1675,0.2946,0.1011,0.1884,5,white
0.451,1.2777,0.2159,0.0245,0.108,0.0694,0.1382,0.1984,0.4109,0.191,0.1739,5,red
1.4539,1.0954,0.0782,0.0107,0.1013,0.0278,0.0553,0.2061,0.4031,0.2135,0.1884,5,red
0.3739,3.7682,-0.8164,0.0215,0.0631,0.0486,0.1244,0.1618,0.4961,0.1236,0.4203,5,red
0.3739,3.7682,-0.8164,0.0215,0.0631,0.0486,0.1244,0.1618,0.4961,0.1236,0.4203,5,red
-0.3204,2.614,-2.1928,0.0184,0.0947,0.1146,0.106,0.2022,0.6977,0.2584,0.2754,5,red
-0.1661,1.4599,-1.367,0.0199,0.1362,0.1146,0.2719,0.1637,0.5581,0.1461,0.3623,5,red
-0.7832,0.0324,-0.3347,0.1457,0.0781,0.1285,0.4171,0.1494,0.4574,0.191,0.3768,5,white
-0.1661,0.6095,-0.5412,0.1764,0.0781,0.2326,0.47,0.1941,0.2558,0.1573,0.2174,5,white
-0.1661,0.6095,-0.5412,0.1764,0.0781,0.2326,0.47,0.1941,0.2558,0.1573,0.2174,5,white
-0.1661,0.6095,-0.5412,0.1764,0.0781,0.2326,0.47,0.1941,0.2558,0.1573,0.2174,5,white
-0.1661,0.6095,-0.5412,0.1764,0.0781,0.2326,0.47,0.1941,0.2558,0.1573,0.2174,5,white
-0.4747,-0.7269,0.3535,0.0153,0.0515,0.1042,0.2189,0.0575,0.3333,0.2472,0.5797,5,white
-0.1661,-0.1802,0.2159,0.0153,0.0897,0.0417,0.2604,0.0912,0.3876,0.1573,0.3913,5,white
-0.0118,-0.4839,0.4223,0.0138,0.0864,0.0382,0.2627,0.0927,0.3566,0.1348,0.3478,5,white
0.451,-0.4232,0.2159,0.0092,0.0681,0.1215,0.3088,0.0823,0.2868,0.1292,0.4638,5,white
-0.6289,-0.7877,-0.7476,0.069,0.1462,0.0694,0.2281,0.1309,0.2713,0.1348,0.2319,5,white
0.2968,-0.4232,0.0094,0.0092,0.0565,0.0764,0.1521,0.1012,0.2636,0.2584,0.3623,5,white
-0.2432,-0.6054,0.56,0.227,0.0714,0.2778,0.4424,0.2215,0.3721,0.264,0.2029,5,white
-0.2432,-0.6054,0.56,0.227,0.0714,0.2778,0.4424,0.2215,0.3721,0.264,0.2029,5,white
1.6081,0.8525,-0.1971,0.023,0.196,0.0174,0.023,0.1868,0.3876,0.2809,0.4638,5,red
4.0766,0.245,1.9364,0.0307,0.1196,0.1042,0.1521,0.2408,0.2946,0.2865,0.3623,5,red
-0.1661,1.7029,-0.9541,0.0138,0.088,0.0208,0.1014,0.154,0.2791,0.2135,0.1884,5,red
3.9224,0.3058,2.1428,0.0261,0.1362,0.0174,0.0276,0.2562,0.3411,0.1517,0.2174,5,red
3.9224,0.3058,2.1428,0.0261,0.1362,0.0174,0.0276,0.2562,0.3411,0.1517,0.2174,5,red
-0.7832,-0.2409,0.0094,0.0107,0.0748,0.0903,0.4078,0.107,0.4496,0.118,0.3043,5,white
0.5282,0.1235,1.4546,0.1887,0.0664,0.2153,0.3065,0.2084,0.1705,0.1292,0.1594,5,white
-0.7061,-0.2409,1.1105,0.1043,0.0731,0.1146,0.3295,0.1467,0.3566,0.1742,0.2609,5,white
-1.0146,-0.4839,-0.5412,0.0276,0.0615,0.0903,0.2903,0.1008,0.7054,0.2865,0.4783,5,white
0.1425,-0.1802,-0.4035,0.1227,0.0648,0.1597,0.4608,0.1791,0.4186,0.0787,0.1594,5,white
0.1425,-0.1802,-0.4035,0.1227,0.0648,0.1597,0.4608,0.1791,0.4186,0.0787,0.1594,5,white
-0.7061,0.002,1.3858,0.0874,0.0631,0.2153,0.4147,0.1484,0.3566,0.1236,0.2319,5,white
-0.8604,-0.2409,1.0417,0.0123,0.0664,0.1701,0.4171,0.1078,0.3643,0.1292,0.2174,5,white
-0.7832,-0.1195,1.2482,0.0905,0.0648,0.2083,0.4147,0.1483,0.3643,0.1292,0.2319,5,white
-0.8604,-0.2409,1.0417,0.0123,0.0664,0.1701,0.4171,0.1078,0.3643,0.1292,0.2174,5,white
0.2968,0.8525,-0.0594,0.135,0.0615,0.0174,0.4332,0.1934,0.2713,0.2191,0.2029,5,white
0.6825,1.9459,2.6246,0.0245,0.1478,0.0833,0.2834,0.1945,0.2791,0.1742,0.1449,5,red
2.9195,-0.4839,2.4869,0.0299,0.1262,0.0312,0.0438,0.1907,0.3566,0.2191,0.5507,5,red
0.8367,1.6725,-0.6788,0.0307,0.1296,0.0174,0.03,0.2138,0.4186,0.2191,0.1884,5,red
1.531,1.7636,-0.7476,0.0322,0.1462,0.0972,0.1359,0.2254,0.4341,0.2022,0.2319,5,red
1.2996,1.5206,0.4911,0.0261,0.1429,0.0139,0.0369,0.2215,0.5039,0.2022,0.3333,5,red
-0.1661,-0.6662,0.56,0.0153,0.0897,0.0694,0.1406,0.156,0.6047,0.2303,0.4493,5,red
-0.0889,0.002,3.7257,0.0123,0.2741,0.1215,0.2143,0.1112,0.155,0.1573,0.1884,5,white
-0.2432,0.1843,-0.61,0.1365,0.0797,0.184,0.3687,0.1652,0.3953,0.1124,0.2899,5,white
-0.4747,-0.7877,0.147,0.0767,0.0615,0.1007,0.3088,0.1134,0.3876,0.0899,0.4348,5,white
-0.4747,-0.0587,0.0094,0.2301,0.0748,0.2118,0.5092,0.1972,0.4109,0.191,0.3478,5,white
-0.3975,-0.1802,0.147,0.0951,0.0831,0.1736,0.4816,0.1594,0.4729,0.191,0.3333,5,white
-0.7061,-0.9699,-0.6788,0.0767,0.0631,0.1528,0.3249,0.1296,0.2868,0.1798,0.2899,5,white
-0.7061,-1.0306,-0.61,0.0782,0.0648,0.1493,0.3249,0.1294,0.2791,0.1798,0.2899,5,white
